Especie	Nombre_comun	HabitatVerbatim	CosteTotalUSD_2017_tipo_cambio	CosteAnualUSD_2017_tipo_cambio	Impacted_sector	Type_of_cost	Type_of_cost_merged	Management_type	Reference_title	Authors	Abstract
Solenopsis invicta	Hormiga de fuego importada roja		614287.06	614287.06	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		666147.25	666147.25	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		677806.11	677806.11	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		689751.62	689751.62	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		701992.21	701992.21	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		714534.76	714534.76	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		727386.95	727386.95	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		740556.44	740556.44	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		754050.13	754050.13	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		767877.22	767877.22	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1103960.21	1103960.21	Authorities-Stakeholders	Administration/Prevention	Management	Pre-invasion_management	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1051032.39	1051032.39	Authorities-Stakeholders	Administration/Prevention	Management	Pre-invasion_management	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1069426.60	1069426.60	Authorities-Stakeholders	Administration/Prevention	Management	Pre-invasion_management	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1088275.31	1088275.31	Authorities-Stakeholders	Administration/Prevention	Management	Pre-invasion_management	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1107588.47	1107588.47	Authorities-Stakeholders	Administration/Prevention	Management	Pre-invasion_management	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1143256.38	1143256.38	Authorities-Stakeholders	Administration/Prevention	Management	Pre-invasion_management	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1163819.58	1163819.58	Authorities-Stakeholders	Administration/Prevention	Management	Pre-invasion_management	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1184890.16	1184890.16	Authorities-Stakeholders	Administration/Prevention	Management	Pre-invasion_management	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1206481.13	1206481.13	Authorities-Stakeholders	Administration/Prevention	Management	Pre-invasion_management	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1228604.01	1228604.01	Authorities-Stakeholders	Administration/Prevention	Management	Pre-invasion_management	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1985591.08	1985591.08	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		2205687.82	2205687.82	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		2319601.66	2319601.66	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		2360483.57	2360483.57	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		2402374.09	2402374.09	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		2445297.76	2445297.76	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		2489280.62	2489280.62	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		2534348.75	2534348.75	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		2580528.19	2580528.19	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		2627847.31	2627847.31	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		862432.68	862432.68	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		888196.84	888196.84	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		903740.72	903740.72	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		919669.34	919669.34	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		935989.61	935989.61	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		952713.78	952713.78	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1002178.12	1002178.12	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1020322.48	1020322.48	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1038913.67	1038913.67	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		1057964.71	1057964.71	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		86386.13	86386.13	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		88820.30	88820.30	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		90374.61	90374.61	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		91966.47	91966.47	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		93598.96	93598.96	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		95271.30	95271.30	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		96985.03	96985.03	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
Solenopsis invicta	Hormiga de fuego importada roja		98740.91	98740.91	Authorities-Stakeholders	Administration	Management	Mixed	Ten Year Eradication Plan National Hormiga de fuego importada roja Eradication Program. South East Queensland. 2017–18 to 2026–27	Sharon Janssen, Biosecurity Queensland Control Center (BQCC)	"The National Hormiga de fuego importada roja Eradication Program (National Program) was first established in 2001 in response to the discovery of Solenopsis invicta1 (commonly known as Hormiga de fuego importada roja or fire ant) in western Brisbane and Fishermans Island. The implementation of the National Program has prevented the widespread environmental, social, health and economic impacts seen
in other countries where fire ants have invaded"
